id,syllabus_name,question_type,question,answer,answer_span_1,answer_span_2,answer_span_3,answer_span_4,answer_span_5,reasoning_step_1,reasoning_step_2,reasoning_step_3,reasoning_step_4,reasoning_step_5
QKNGGynCIopPVCAZ,advanced_system_software_design_redacted,summarization,What support is available to me in this class?,"We want students to succeed in this hard time. Reach out to the professor with any concerns or questions. There are also health, mental health, and disability services available on campus that we encourage everyone to use.  ","You are not alone at UMass - many people
care about your wellbeing and many resources are available to help you thrive and succeed.",". Reflect on your role in taking care of yourself throughout the term, before the demands
of exams and projects reach their peak. Please feel free to reach out to me about any difficulty you
may be having that may impact your performance as soon as it occurs and before it becomes too
overwhelming. I encourage you to contact support services on campus that stand ready to assist
you. Please reach out to me for support finding the resources you need.","The University is committed to making reason-able, effective and appropriate
accommodations to meet the needs of students with disabilities and help create a barrier-free
campus. If you have a qualifying disability and require accommodations while participating in
this course, please work with Disability Services to have an accommodation letter sent to me in
a timely manner.","Finally, beyond disability accommodations, if there are aspects of the course
that prevent you from learning or make you feel excluded, please let me know as soon as possible.",,,,,,
zhrrFnismkxmz6FC,270 Syllabus Fall 2022 (1),multi reasoning, What are the expectations and requirements for this course?,"The expectations and requirements for this course are that students are expected to attend the lectures, study the material presented, participate in activities such as reviews, homework, quizzes, and projects, and for paper reviews, read a paper and submit a review with specific sections",,,,,,Students are expected to attend the lectures and study the material presented during the lectures.,"Students are expected to participate in activities such as reviews and homework, quizzes, and projects.","For paper reviews, students are expected to read a paper and submit a review with specific sections.",,
uAs0vMhCgtaf2VZa,GEOG468668syllabusGIS_2023,multi reasoning,Will I be able to come to office hours after class?,You will be able to come to  office hours after class only on Thursdays from 12:25-2,,,,,,Classes are on Tue. and Thu from 11:30-12:45,Office Hours are Mon 10-11 and Thu 12:45-2,Only one of those class days has office hours afterwards.,,
qruHD59FOjEcjFtO,130 syllabus_2 S 2023,multi reasoning,Will I receive an A- in the course if I do not submit the homework assignments?,"No, you will not be able to get an A- if you do not submit your assignment, because an A- requires a score of 90 or more. Homework accounts for 23% of your final grade. If you fail to submit homework and receive a perfect score on the rest of the evaluation components, your highest achievable score is 77.",,,,,,Homework makes about 23% of the grade.,"Assuming a perfect score in the remaining evaluation components, the maximum achievable score is 77/100.",The minimal score for an A- is 90.,,
QkQI1VOpQVIB3pDl,syllabus_fall2022-revised2,yes/no,Is the schedule for the course finalized?,No,This is a tentative course schedule and is subject to change with little or no notice.,,,,,,,,,
VCE0zlu3lmnhSjwp,CS Syllabus for 568,single factual,Where will course discussions be posted?,On Canvas.,The course discussion group can be found on a Canvas,,,,,,,,,
hryf2MLraJEVThS0,"CS4501-001_ Privacy in the Internet Age, Fall 2021_1",yes/no,Does the class have prerequisites?,Yes,"CS2150. Some background in cybersecurity (CS3710) and computer networks (CS4457) will be helpful but
not required.",,,,,,,,,
VmymuAvWfIMkJcyF,796 Syllabus,single reasoning,Are there any other courses required before taking this course?,It is required to have taken 795 in order to have learned the major theoretical perspectives so that we can discuss how they have shaped interventions and what methods are used to analyze learning processes.,,,,,,"This is the second of a two-semester course sequence that establishes the intellectual foundations
for research in the learning sciences. In 795, we got to know major theoretical perspectives that are
foundational for the learning sciences. In 796, we will look at how these theoretical perspectives
have shaped interventions designed to help students learn, and what methods we can use to analyze
learning processes to better understand by which mechanisms such interventions enhance learning.",,,,
SXV4amTjq5dnBsjJ,Spring 2022 SCH-MGMT 697DS Data Science for Business Syllabus,yes/no,Is prior programming experience expected or required in this course?,No,Prerequisites: No prior programming experience is expected.,,,,,,,,,
dY8wt9geeYVBMbNB,1. Syllabus 2023,no answer,Is there a penalty for joining class late?,No/insufficient information,,,,,,,,,,
BYmsR79YcLQ52s3w,Most Recent P132 Syllabus - Spring 2022,single reasoning,"If there was no preparatory class , then what can be improved?",Improves the equitable classroom experience.,,,,,,Preparatory homework helps to increase more complex ideas which improves the equitable classroom experience.,,,,
P1PcQLNc1pgOBERb,Syllabus_IntroGIS_Fall2022,multi reasoning,"I will be unable to attend any of the course lectures or labs live, will I be able to earn full course participation points?","In person (or virtual) live attendance is not mandatory for this course, and both in person classes and Zoom meetings will be recorded for review. Simply completing all of the pre- and post-tests surrounding lab assignments, and completing all of the weekly check-in surveys will allow you to earn full course participation points.",,,,,,"In person (or virtual) live attendance will not be mandatory, and all activities, assignments, and so forth will have
asynchronous options for completion and participation.","We will use Zoom and Echo360 for livestreaming and recording this semester. Both in person classes and Zoom meetings will be recorded for posting, review and future editing.","Throughout the semester, we will have pre- and post-tests surrounding lab assignments. While you will receive a score on these for your own reference, simply completing them is all that is necessary for a grade.",We will also have weekly check in surveys to see how you are feeling week to week.,Your participation grade is a combination of your completion of these efforts.
59zny5NGdUubi3s5,270 Syllabus Fall 2022 (1),single reasoning,What would be the best way to seek help if a student were to need it during the course?," The recommended way to seek help for class material is to: check learning objectives, ask questions in the course discussion forum, attend undergraduate office hours, consult graduate instructors, or email the instructor.",,,,,,The syllabus provides information about various resources available for getting help.,,,,
v8qjieTwnyANpByp,MKTG 497G Customer Insight Syllabus S2023,summarization,What are the attendance guidelines for the course?,The attendance guidelines are to treat the course like a job and to come to each class prepared by reading and reflecting on materials.,Practice the professional behavior that will help you launch a dynamic and successful career. ,Treat this course as you would treat a job.,"Come to each class prepared to contribute to the
discussion, having read and reflected on the assigned materials beforehand. ",,,,,,,
elgjpjTPYnfycHiz,Syllabus.Astron101.summer2023,multi factual,What are the general education learning objectives?,"Finally, we will explore what we know and don't know
about the Universe and its constituent parts, and how we have reached those conclusions. In this context,
students will be required to think about and solve conceptual and quantitative problems of astronomy and
physics, including some moderately challenging topics. This will involve some use of algebra and
geometry.","students will be required to think about and solve conceptual and quantitative problems of astronomy and
physics",some moderately challenging topics,"This will involve some use of algebra and
geometry.","many provide new perspectives on the Earth, and the methods we use
can be applied to many ""real world"" problems","Finally, we will explore what we know and don't know
about the Universe and its constituent parts",,,,,
Wrp59QAyrXbHNhrc,270 Syllabus Fall 2022 (1),multi reasoning,How many lecture days and lecture exams are there in the class?,There are 25 lecture days and 3 lecture exams in this course.,,,,,,"Counting the number of days of lectures, there are 25 lecture days.","Counting the number of days of lecture exams, there are 3 lecture exams.",,,
iSTxQVYLBHRt3JAr,Sch Mgmt 652 Syllabus - Fully OnLine,yes/no,Does this class have a prerequisite?,Yes,Prerequisite: Sch Mgmt 736 Taxes and Business Decisions,,,,,,,,,
jJMJU2owSrk3VNdM,Syllabus Bio 544 lecture S23,multi factual,What are all the graded components in the course that will be used to calculate our final grades? ,"Your final grade will be based on the following apportionment: 35% Laboratory, 5% Reading notes, 20% Exam 1, 20% Exam 2, 20% Exam 3. ",35% Laboratory,5% Reading notes,20% Exam 1,20% Exam 2,20% Exam 3,,,,,
6io00Sjecn35Srwy,MIE 302 Spring 2022 Syllabus-v1,summarization,Can you tell me more about what the lab sessions will be like and what work will be required?,"Lab sessions will take place in groups of three, which will be randomly assigned and will stay fixed throughout the course. Each individual student will be expected to maintain their own lab notebook. Pre-lab calculations will be required as independent work turned in at the beginning of the lab. Then for some of the labs, the group will work together on a group memo to be turned in together. For other labs, each student will submit an individual report due at least one week after performing the lab.","Each lab session will accommodate twelve students working in randomly assigned
groups of three.",Lab groups will be assigned at the start of the semester and stay fixed thereafter.,"Each student must maintain a lab notebook in which pre-lab calculations and
experimental data must be neatly recorded. You will need to process a significant amount of data and write reports after completing experiments. Hence, it is critical that you keep legible and detailed lab notes. You can either maintain a hard-copy or an electronic notebook, as convenient.","Pre-lab calculations
You are strongly encouraged to keep a copy of your pre-lab calculations handy, as you will need to refer to these during the lab.","For Labs 1, 3, and 5, each group will submit a memo with pertinent tables, figures, and data analysis. These group memos are due when you come to the next lab session. A memo template is provided on Teams and must be used.
• For Labs 2 and 4, each student will submit a report with pertinent tables, figures, and data analysis. These reports must be independent work. Templates are provided on Teams and must be used. See specific due dates on course calendar. Generally, all reports (online submission via Teams) are due at least one weeks after performing the lab.",,,,,
